NMR gene name,gene_ids,Human gene stable ID,Human gene name,Mouse gene stable ID,Mouse gene name
HHATL,ENSHGLG00000015656,ENSG00000010282,HHATL,ENSMUSG00000032523,Hhatl
ENSHGLG00000015676,ENSHGLG00000015676,ENSG00000113889,KNG1,,
ENTPD3,ENSHGLG00000015750,ENSG00000168032,ENTPD3,ENSMUSG00000041608,Entpd3
FETUB,ENSHGLG00000015752,ENSG00000090512,FETUB,ENSMUSG00000022871,Fetub
AHSG,ENSHGLG00000015799,ENSG00000145192,AHSG,ENSMUSG00000022868,Ahsg
ENSHGLG00000015812,ENSHGLG00000015812,,,,
DNAJB11,ENSHGLG00000015859,,,,
ENSHGLG00000015869,ENSHGLG00000015869,,,,
TBCCD1,ENSHGLG00000015912,ENSG00000113838,TBCCD1,ENSMUSG00000004462,Tbccd1
MOBP,ENSHGLG00000015915,,,,
CRYGS,ENSHGLG00000015950,,,,
DGKG,ENSHGLG00000015991,ENSG00000058866,DGKG,ENSMUSG00000022861,Dgkg
TP63,ENSHGLG00000016277,ENSG00000073282,TP63,ENSMUSG00000022510,Trp63
TPRG1,ENSHGLG00000016309,,,,
LPP,ENSHGLG00000016385,ENSG00000145012,LPP,ENSMUSG00000033306,Lpp
BCL6,ENSHGLG00000016440,ENSG00000113916,BCL6,ENSMUSG00000022508,Bcl6
RTP2,ENSHGLG00000016449,ENSG00000198471,RTP2,ENSMUSG00000047531,Rtp2
ENSHGLG00000016467,ENSHGLG00000016467,,,,
ADIPOQ,ENSHGLG00000016478,,,,
RFC4,ENSHGLG00000016497,,,,
ETV5,ENSHGLG00000016507,ENSG00000244405,ETV5,ENSMUSG00000013089,Etv5
ENSHGLG00000016515,ENSHGLG00000016515,ENSG00000136527,TRA2B,ENSMUSG00000022858,Tra2b
IGF2BP2,ENSHGLG00000016529,ENSG00000073792,IGF2BP2,ENSMUSG00000033581,Igf2bp2
SENP2,ENSHGLG00000016540,ENSG00000163904,SENP2,ENSMUSG00000022855,Senp2
MED12L,ENSHGLG00000016620,,,ENSMUSG00000056476,Med12l
EHHADH,ENSHGLG00000016634,,,,
ENSHGLG00000016641,ENSHGLG00000016641,,,,
C3orf70,ENSHGLG00000016653,,,,
ENSHGLG00000016655,ENSHGLG00000016655,,,,
P2RY14,ENSHGLG00000016668,,,,
ENSHGLG00000016669,ENSHGLG00000016669,,,,
GPR87,ENSHGLG00000016671,,,,
VPS8,ENSHGLG00000016688,ENSG00000156931,VPS8,ENSMUSG00000033653,Vps8
ENSHGLG00000016695,ENSHGLG00000016695,,,,
ALG3,ENSHGLG00000016704,ENSG00000214160,ALG3,ENSMUSG00000033809,Alg3
P2RY12,ENSHGLG00000016707,,,,
ENSHGLG00000016720,ENSHGLG00000016720,,,ENSMUSG00000041247,Lamp3
CCR9,ENSHGLG00000016727,,,,
VWA5B2,ENSHGLG00000016728,ENSG00000145198,VWA5B2,ENSMUSG00000046613,Vwa5b2
LZTFL1,ENSHGLG00000016735,ENSG00000163818,LZTFL1,ENSMUSG00000025245,Lztfl1
OSBPL11,ENSHGLG00000016738,,,ENSMUSG00000022807,Osbpl11
KLHL24,ENSHGLG00000016744,,,ENSMUSG00000062901,Klhl24
ABCF3,ENSHGLG00000016746,ENSG00000161204,ABCF3,ENSMUSG00000003234,Abcf3
ENSHGLG00000016752,ENSHGLG00000016752,,,,
SLC6A20,ENSHGLG00000016753,ENSG00000163817,SLC6A20,,
ENSHGLG00000016754,ENSHGLG00000016754,,,ENSMUSG00000032566,Nudt16l2
ENSHGLG00000016757,ENSHGLG00000016757,,,,
ENSHGLG00000016758,ENSHGLG00000016758,,,,
ENSHGLG00000016762,ENSHGLG00000016762,,,ENSMUSG00000033688,Inhca
NUDT16,ENSHGLG00000016766,,,ENSMUSG00000032565,Nudt16
SACM1L,ENSHGLG00000016774,ENSG00000211456,SACM1L,ENSMUSG00000025240,Sacm1l
ENSHGLG00000016776,ENSHGLG00000016776,,,,
MCF2L2,ENSHGLG00000016779,,,,
MRPL3,ENSHGLG00000016782,ENSG00000114686,MRPL3,ENSMUSG00000032563,Mrpl3
ENSHGLG00000016790,ENSHGLG00000016790,,,,
CSPG5,ENSHGLG00000016793,ENSG00000114646,CSPG5,ENSMUSG00000032482,Cspg5
LIMD1,ENSHGLG00000016794,ENSG00000144791,LIMD1,ENSMUSG00000025239,Limd1
CPNE4,ENSHGLG00000016801,ENSG00000196353,CPNE4,ENSMUSG00000032564,Cpne4
ENSHGLG00000016805,ENSHGLG00000016805,ENSG00000091513,TF,ENSMUSG00000032554,Trf
ENSHGLG00000016808,ENSHGLG00000016808,,,ENSMUSG00000047257,Prss45
LARS2,ENSHGLG00000016811,ENSG00000011376,LARS2,ENSMUSG00000035202,Lars2
ENSHGLG00000016818,ENSHGLG00000016818,,,,
ENSHGLG00000016819,ENSHGLG00000016819,,,,
ENSHGLG00000016820,ENSHGLG00000016820,,,,
PRSS50,ENSHGLG00000016828,ENSG00000283706,PRSS50,,
MLF1,ENSHGLG00000016829,ENSG00000178053,MLF1,ENSMUSG00000048416,Mlf1
SLC38A3,ENSHGLG00000016846,ENSG00000188338,SLC38A3,ENSMUSG00000010064,Slc38a3
ASTE1,ENSHGLG00000016853,ENSG00000034533,ASTE1,ENSMUSG00000032567,Aste1
GFM1,ENSHGLG00000016855,ENSG00000168827,GFM1,ENSMUSG00000027774,Gfm1
SLCO2A1,ENSHGLG00000016860,ENSG00000174640,SLCO2A1,ENSMUSG00000032548,Slco2a1
NEK11,ENSHGLG00000016866,ENSG00000114670,NEK11,ENSMUSG00000035032,Nek11
ENSHGLG00000016868,ENSHGLG00000016868,,,,
LXN,ENSHGLG00000016870,,,,
ATR,ENSHGLG00000016875,ENSG00000175054,ATR,ENSMUSG00000032409,Atr
TOPBP1,ENSHGLG00000016882,ENSG00000163781,TOPBP1,ENSMUSG00000032555,Topbp1
TMEM108,ENSHGLG00000016884,,,ENSMUSG00000042757,Tmem108
ENSHGLG00000016887,ENSHGLG00000016887,,,,
RARRES1,ENSHGLG00000016888,,,,
RAB6B,ENSHGLG00000016898,,,,
CCDC50,ENSHGLG00000016906,,,,
MFSD1,ENSHGLG00000016907,ENSG00000118855,MFSD1,ENSMUSG00000027775,Mfsd1
OSTN,ENSHGLG00000016912,,,,
ENSHGLG00000016923,ENSHGLG00000016923,,,,
ENSHGLG00000016925,ENSHGLG00000016925,,,,
ENSHGLG00000016930,ENSHGLG00000016930,,,,
ENSHGLG00000016933,ENSHGLG00000016933,,,,
PPP2R3A,ENSHGLG00000016938,ENSG00000073711,PPP2R3A,ENSMUSG00000043154,Ppp2r3a
PEX5L,ENSHGLG00000016946,ENSG00000114757,PEX5L,ENSMUSG00000027674,Pex5l
ENSHGLG00000016952,ENSHGLG00000016952,,,,
TTC14,ENSHGLG00000016959,ENSG00000163728,TTC14,ENSMUSG00000027677,Ttc14
CCDC39,ENSHGLG00000016969,ENSG00000284862,CCDC39,ENSMUSG00000027676,Ccdc39
TCAIM,ENSHGLG00000016976,ENSG00000179152,TCAIM,ENSMUSG00000046603,Tcaim
TOPAZ1,ENSHGLG00000016986,ENSG00000173769,TOPAZ1,ENSMUSG00000094985,Topaz1
ABHD5,ENSHGLG00000017002,ENSG00000011198,ABHD5,ENSMUSG00000032540,Abhd5
POMGNT2,ENSHGLG00000017016,ENSG00000144647,POMGNT2,ENSMUSG00000066235,Pomgnt2
ENSHGLG00000017025,ENSHGLG00000017025,,,,
GASK1A,ENSHGLG00000017029,ENSG00000144649,GASK1A,ENSMUSG00000038233,Gask1a
ENSHGLG00000017037,ENSHGLG00000017037,,,,
ENSHGLG00000017039,ENSHGLG00000017039,ENSG00000144935,TRPC1,ENSMUSG00000032839,Trpc1
ATP13A4,ENSHGLG00000017044,ENSG00000127249,ATP13A4,ENSMUSG00000038094,Atp13a4
PARM1,ENSHGLG00000017045,ENSG00000169116,PARM1,ENSMUSG00000034981,Parm1
ENSHGLG00000017052,ENSHGLG00000017052,,,,
PCOLCE2,ENSHGLG00000017054,ENSG00000163710,PCOLCE2,ENSMUSG00000015354,Pcolce2
ATP13A5,ENSHGLG00000017059,ENSG00000187527,ATP13A5,ENSMUSG00000048939,Atp13a5
ENSHGLG00000017061,ENSHGLG00000017061,,,,
PLXNB1,ENSHGLG00000017062,,,,
HES1,ENSHGLG00000017070,,,,
ENSHGLG00000017072,ENSHGLG00000017072,,,,
PLAAT1,ENSHGLG00000017074,ENSG00000127252,PLAAT1,ENSMUSG00000022525,Plaat1
CCDC51,ENSHGLG00000017075,,,,
ENSHGLG00000017082,ENSHGLG00000017082,,,,
MB21D2,ENSHGLG00000017083,ENSG00000180611,MB21D2,ENSMUSG00000051065,Mb21d2
OPA1,ENSHGLG00000017084,ENSG00000198836,OPA1,ENSMUSG00000038084,Opa1
ENSHGLG00000017096,ENSHGLG00000017096,,,,
FGF12,ENSHGLG00000017112,,,,
ENSHGLG00000017118,ENSHGLG00000017118,ENSG00000178038,ALS2CL,ENSMUSG00000044037,Als2cl
GMNC,ENSHGLG00000017131,ENSG00000205835,GMNC,ENSMUSG00000068428,Gmnc
FAM240A,ENSHGLG00000017132,,,,
CEP19,ENSHGLG00000017137,,,,
RUBCN,ENSHGLG00000017149,,,ENSMUSG00000035629,Rubcn
ENSHGLG00000017151,ENSHGLG00000017151,,,ENSMUSG00000032494,Cripto
PIGX,ENSHGLG00000017156,,,,
TNK2,ENSHGLG00000017162,ENSG00000061938,TNK2,ENSMUSG00000022791,Tnk2
LRRC2,ENSHGLG00000017163,ENSG00000163827,LRRC2,ENSMUSG00000032495,Lrrc2
Tfrc,ENSHGLG00000017167,ENSG00000072274,TFRC,ENSMUSG00000022797,Tfrc
PAK2,ENSHGLG00000017173,,,,
ENSHGLG00000017174,ENSHGLG00000017174,,,,
ZDHHC19,ENSHGLG00000017180,ENSG00000163958,ZDHHC19,ENSMUSG00000052363,Zdhhc19
ENSHGLG00000017185,ENSHGLG00000017185,ENSG00000119231,SENP5,ENSMUSG00000022772,Senp5
CLRN1,ENSHGLG00000017192,ENSG00000163646,CLRN1,ENSMUSG00000043850,Clrn1
ENSHGLG00000017196,ENSHGLG00000017196,,,,
IGSF10,ENSHGLG00000017197,,,ENSMUSG00000036334,Igsf10
ENSHGLG00000017203,ENSHGLG00000017203,,,,
PLS1,ENSHGLG00000017206,,,,
ENSHGLG00000017207,ENSHGLG00000017207,,,,
PAQR9,ENSHGLG00000017213,ENSG00000188582,PAQR9,ENSMUSG00000064225,Paqr9
CDCP1,ENSHGLG00000017214,ENSG00000163814,CDCP1,ENSMUSG00000035498,Cdcp1
CLEC3B,ENSHGLG00000017224,ENSG00000163815,CLEC3B,ENSMUSG00000025784,Clec3b
ENSHGLG00000017227,ENSHGLG00000017227,ENSG00000163714,U2SURP,ENSMUSG00000032407,U2surp
ENSHGLG00000017232,ENSHGLG00000017232,ENSG00000186448,ZNF197,,
ENSHGLG00000017235,ENSHGLG00000017235,,,,
ZKSCAN7,ENSHGLG00000017242,,,,
ENSHGLG00000017249,ENSHGLG00000017249,ENSG00000174579,MSL2,ENSMUSG00000066415,Msl2
PCCB,ENSHGLG00000017272,ENSG00000114054,PCCB,ENSMUSG00000032527,Pccb
PIGZ,ENSHGLG00000017273,ENSG00000119227,PIGZ,,
WWTR1,ENSHGLG00000017284,ENSG00000018408,WWTR1,ENSMUSG00000027803,Wwtr1
STAG1,ENSHGLG00000017288,ENSG00000118007,STAG1,ENSMUSG00000037286,Stag1
MELTF,ENSHGLG00000017290,ENSG00000163975,MELTF,ENSMUSG00000022780,Meltf
ENSHGLG00000017292,ENSHGLG00000017292,,,,
ENSHGLG00000017295,ENSHGLG00000017295,,,,
DLG1,ENSHGLG00000017301,,,,
COMMD2,ENSHGLG00000017304,ENSG00000114744,COMMD2,ENSMUSG00000036513,Commd2
MAP3K13,ENSHGLG00000017309,ENSG00000073803,MAP3K13,ENSMUSG00000033618,Map3k13
ANKUB1,ENSHGLG00000017310,ENSG00000206199,ANKUB1,ENSMUSG00000074591,Ankub1
DVL3,ENSHGLG00000017314,ENSG00000161202,DVL3,ENSMUSG00000003233,Dvl3
RNF13,ENSHGLG00000017323,ENSG00000082996,RNF13,ENSMUSG00000036503,Rnf13
EIF2B5,ENSHGLG00000017325,ENSG00000145191,EIF2B5,ENSMUSG00000003235,Eif2b5
ABCC5,ENSHGLG00000017333,ENSG00000114770,ABCC5,ENSMUSG00000022822,Abcc5
PARL,ENSHGLG00000017341,ENSG00000175193,PARL,ENSMUSG00000033918,Parl
MAP6D1,ENSHGLG00000017353,,,,
UQCRC1,ENSHGLG00000017362,ENSG00000010256,UQCRC1,ENSMUSG00000025651,Uqcrc1
ENSHGLG00000017375,ENSHGLG00000017375,,,,
ENSHGLG00000017383,ENSHGLG00000017383,,,,
LSG1,ENSHGLG00000017390,ENSG00000041802,LSG1,ENSMUSG00000022538,Lsg1
ENSHGLG00000017391,ENSHGLG00000017391,,,,
DHX36,ENSHGLG00000017407,ENSG00000174953,DHX36,ENSMUSG00000027770,Dhx36
ATP13A3,ENSHGLG00000017411,ENSG00000133657,ATP13A3,ENSMUSG00000022533,Atp13a3
ENSHGLG00000017414,ENSHGLG00000017414,,,,
TM4SF18,ENSHGLG00000017423,,,,
LRRC15,ENSHGLG00000017428,ENSG00000172061,LRRC15,ENSMUSG00000052316,Lrrc15
TM4SF1,ENSHGLG00000017433,ENSG00000169908,TM4SF1,ENSMUSG00000027800,Tm4sf1
PLCH1,ENSHGLG00000017434,ENSG00000114805,PLCH1,ENSMUSG00000036834,Plch1
TM4SF4,ENSHGLG00000017445,ENSG00000169903,TM4SF4,ENSMUSG00000027801,Tm4sf4
PFN2,ENSHGLG00000017453,ENSG00000070087,PFN2,ENSMUSG00000027805,Pfn2
TSC22D2,ENSHGLG00000017467,ENSG00000196428,TSC22D2,ENSMUSG00000027806,Tsc22d2
ENSHGLG00000018083,ENSHGLG00000018083,,,,
ENSHGLG00000018108,ENSHGLG00000018108,,,,
BFSP2,ENSHGLG00000018121,ENSG00000170819,BFSP2,ENSMUSG00000032556,Bfsp2
CLDN16,ENSHGLG00000018130,ENSG00000113946,CLDN16,ENSMUSG00000038148,Cldn16
ENSHGLG00000018134,ENSHGLG00000018134,,,,
ENSHGLG00000018145,ENSHGLG00000018145,,,,
RSRC1,ENSHGLG00000018148,ENSG00000174891,RSRC1,ENSMUSG00000034544,Rsrc1
CLDN1,ENSHGLG00000018158,,,,
NCK1,ENSHGLG00000018164,,,,
ENSHGLG00000018168,ENSHGLG00000018168,,,,
ENSHGLG00000018188,ENSHGLG00000018188,,,,
SLC9A9,ENSHGLG00000018200,,,,
SERPINI2,ENSHGLG00000018741,ENSG00000174776,WDR49,,
ENSHGLG00000018753,ENSHGLG00000018753,,,,
ENSHGLG00000018795,ENSHGLG00000018795,,,,
ENSHGLG00000018800,ENSHGLG00000018800,,,,
FXR1,ENSHGLG00000018814,ENSG00000114416,FXR1,ENSMUSG00000027680,Fxr1
IQCG,ENSHGLG00000018834,ENSG00000114473,IQCG,ENSMUSG00000035578,Iqcg
GNAT1,ENSHGLG00000018980,ENSG00000114349,GNAT1,ENSMUSG00000034837,Gnat1
ENSHGLG00000018992,ENSHGLG00000018992,,,,
ERICH6,ENSHGLG00000019100,ENSG00000163645,ERICH6,,
ENSHGLG00000019115,ENSHGLG00000019115,,,,
TMEM89,ENSHGLG00000019119,,,,
ENSHGLG00000019151,ENSHGLG00000019151,,,,
PCYT1A,ENSHGLG00000019156,,,,
SST,ENSHGLG00000019161,ENSG00000157005,SST,ENSMUSG00000004366,Sst
PDCD10,ENSHGLG00000019167,,,,
LRCH3,ENSHGLG00000019171,ENSG00000186001,LRCH3,ENSMUSG00000022801,Lrch3
P3H2,ENSHGLG00000019175,ENSG00000090530,P3H2,ENSMUSG00000038168,P3h2
ENSHGLG00000019179,ENSHGLG00000019179,,,,
ST6GAL1,ENSHGLG00000019186,,,,
C3orf33,ENSHGLG00000019192,,,,
TMEM41A,ENSHGLG00000019199,,,,
ENSHGLG00000019205,ENSHGLG00000019205,,,,
SMCO1,ENSHGLG00000019212,ENSG00000214097,SMCO1,ENSMUSG00000046345,Smco1
PLSCR5,ENSHGLG00000019213,,,ENSMUSG00000095654,Plscr5
NRROS,ENSHGLG00000019215,ENSG00000174004,NRROS,ENSMUSG00000052384,Nrros
ENSHGLG00000019218,ENSHGLG00000019218,,,,
PLOD2,ENSHGLG00000019219,,,ENSMUSG00000032374,Plod2
ENSHGLG00000019230,ENSHGLG00000019230,,,,
ENSHGLG00000019231,ENSHGLG00000019231,,,,
ENSHGLG00000019241,ENSHGLG00000019241,ENSG00000144895,EIF2A,ENSMUSG00000027810,Eif2a
ENSHGLG00000019244,ENSHGLG00000019244,,,,
SLC51A,ENSHGLG00000019258,ENSG00000163959,SLC51A,ENSMUSG00000035699,Slc51a
ENSHGLG00000019260,ENSHGLG00000019260,,,,
ZNF445,ENSHGLG00000019263,,,,
WDR53,ENSHGLG00000019265,,,,
ENSHGLG00000019275,ENSHGLG00000019275,,,,
ZIC4,ENSHGLG00000019306,,,,
YEATS2,ENSHGLG00000019330,,,ENSMUSG00000041215,Yeats2
KCNAB1,ENSHGLG00000019332,ENSG00000169282,KCNAB1,ENSMUSG00000027827,Kcnab1
ZIC1,ENSHGLG00000019340,,,,
LIPH,ENSHGLG00000019345,ENSG00000163898,LIPH,ENSMUSG00000044626,Liph
ENSHGLG00000019349,ENSHGLG00000019349,,,,
ENSHGLG00000019355,ENSHGLG00000019355,,,,
SLC33A1,ENSHGLG00000019368,,,,
CCR5,ENSHGLG00000019382,,,,
ENSHGLG00000019387,ENSHGLG00000019387,,,,
ENSHGLG00000019388,ENSHGLG00000019388,,,,
LTF,ENSHGLG00000019395,ENSG00000012223,LTF,ENSMUSG00000032496,Ltf
ENSHGLG00000019405,ENSHGLG00000019405,,,,
AMT,ENSHGLG00000019416,ENSG00000145020,AMT,ENSMUSG00000032607,Amt
SERP1,ENSHGLG00000019418,,,,
FYCO1,ENSHGLG00000019426,ENSG00000163820,FYCO1,ENSMUSG00000025241,Fyco1
ENSHGLG00000019428,ENSHGLG00000019428,,,,
ENSHGLG00000019430,ENSHGLG00000019430,,,,
ZBBX,ENSHGLG00000019443,,,,
SERPINI1,ENSHGLG00000019457,ENSG00000163536,SERPINI1,ENSMUSG00000027834,Serpini1
SIAH2,ENSHGLG00000019459,ENSG00000181788,SIAH2,ENSMUSG00000036432,Siah2
TMIE,ENSHGLG00000019471,ENSG00000181585,TMIE,ENSMUSG00000049555,Tmie
GMPS,ENSHGLG00000019482,,,,
NCBP2,ENSHGLG00000019489,,,,
XCR1,ENSHGLG00000019548,ENSG00000173578,XCR1,ENSMUSG00000060509,Xcr1
ENSHGLG00000020605,ENSHGLG00000020605,,,,
ENSHGLG00000020616,ENSHGLG00000020616,,,,
CCDC71,ENSHGLG00000020723,,,,
ENSHGLG00000020736,ENSHGLG00000020736,,,,
ARL14,ENSHGLG00000020760,,,ENSMUSG00000098207,Arl14
FOXL2,ENSHGLG00000020775,,,,
ENSHGLG00000020790,ENSHGLG00000020790,,,,
GPR62,ENSHGLG00000020795,ENSG00000180929,GPR62,ENSMUSG00000091735,Gpr62
ENSHGLG00000020882,ENSHGLG00000020882,,,,
C3orf80,ENSHGLG00000020916,,,,
SOX2,ENSHGLG00000020917,,,,
ENSHGLG00000020926,ENSHGLG00000020926,,,,
GPR160,ENSHGLG00000020962,,,,
ENSHGLG00000020964,ENSHGLG00000020964,,,,
ENSHGLG00000021053,ENSHGLG00000021053,,,,
ENSHGLG00000021056,ENSHGLG00000021056,,,,
ACKR2,ENSHGLG00000021074,ENSG00000144648,ACKR2,ENSMUSG00000044534,Ackr2
ENSHGLG00000021097,ENSHGLG00000021097,,,,
ENSHGLG00000021157,ENSHGLG00000021157,,,,
CCR3,ENSHGLG00000021187,,,,
ENSHGLG00000021224,ENSHGLG00000021224,,,,
CCR1,ENSHGLG00000021228,,,,
ENSHGLG00000021236,ENSHGLG00000021236,,,,
ENSHGLG00000021252,ENSHGLG00000021252,,,,
ENSHGLG00000021254,ENSHGLG00000021254,,,,
NCBP2AS2,ENSHGLG00000021273,,,,
RAP2B,ENSHGLG00000021301,,,,
TMEM158,ENSHGLG00000021310,ENSG00000249992,TMEM158,ENSMUSG00000054871,Tmem158
B3GNT5,ENSHGLG00000021311,,,,
FAM43A,ENSHGLG00000021317,,,,
ENSHGLG00000021340,ENSHGLG00000021340,,,,
GPR171,ENSHGLG00000021344,,,,
P2RY13,ENSHGLG00000021393,,,,
CHST2,ENSHGLG00000021394,,,,
CPN2,ENSHGLG00000021395,,,,
ENSHGLG00000021419,ENSHGLG00000021419,,,,
ENSHGLG00000021431,ENSHGLG00000021431,,,,
CCDC148,ENSHGLG00000004309,ENSG00000153237,CCDC148,ENSMUSG00000036641,Ccdc148
UPP2,ENSHGLG00000004451,ENSG00000007001,UPP2,ENSMUSG00000026839,Upp2
GLI2,ENSHGLG00000004535,ENSG00000074047,GLI2,ENSMUSG00000048402,Gli2
ENSHGLG00000004553,ENSHGLG00000004553,,,,
SCN2A,ENSHGLG00000004664,,,,
ENSHGLG00000004693,ENSHGLG00000004693,,,,
NR4A2,ENSHGLG00000004699,ENSG00000153234,NR4A2,ENSMUSG00000026826,Nr4a2
UGGT1,ENSHGLG00000004732,,,ENSMUSG00000037470,Uggt1
CXCR4,ENSHGLG00000004789,,,,
ENSHGLG00000004838,ENSHGLG00000004838,,,,
STEAP3,ENSHGLG00000004843,,,,
RALB,ENSHGLG00000004886,,,,
ENSHGLG00000004924,ENSHGLG00000004924,,,,
ENSHGLG00000004929,ENSHGLG00000004929,,,,
ENSHGLG00000004940,ENSHGLG00000004940,,,,
ENSHGLG00000004955,ENSHGLG00000004955,,,,
IWS1,ENSHGLG00000004975,ENSG00000163166,IWS1,ENSMUSG00000024384,Iws1
C1QL2,ENSHGLG00000005027,ENSG00000144119,C1QL2,ENSMUSG00000036907,C1ql2
ENSHGLG00000005029,ENSHGLG00000005029,,,,
PSMD14,ENSHGLG00000005063,,,,
ENSHGLG00000005084,ENSHGLG00000005084,ENSG00000072135,PTPN18,ENSMUSG00000026126,Ptpn18
TANK,ENSHGLG00000005114,,,,
DPP10,ENSHGLG00000005121,,,ENSMUSG00000036815,Dpp10
MGAT5,ENSHGLG00000005155,ENSG00000152127,MGAT5,ENSMUSG00000036155,Mgat5
ENSHGLG00000005180,ENSHGLG00000005180,,,,
GRB14,ENSHGLG00000005373,,,,
THSD7B,ENSHGLG00000005400,ENSG00000144229,THSD7B,ENSMUSG00000042581,Thsd7b
ENSHGLG00000005496,ENSHGLG00000005496,,,,
LY75,ENSHGLG00000005575,ENSG00000054219,LY75,ENSMUSG00000026980,Ly75
ENSHGLG00000005801,ENSHGLG00000005801,,,,
TFCP2L1,ENSHGLG00000005946,,,,
ENSHGLG00000005970,ENSHGLG00000005970,,,,
ENSHGLG00000005983,ENSHGLG00000005983,,,,
ITGB6,ENSHGLG00000006124,ENSG00000115221,ITGB6,ENSMUSG00000026971,Itgb6
ENSHGLG00000006328,ENSHGLG00000006328,,,,
ACVR1,ENSHGLG00000006379,ENSG00000115170,ACVR1,ENSMUSG00000026836,Acvr1
LIMS2,ENSHGLG00000006402,ENSG00000072163,LIMS2,ENSMUSG00000024395,Lims2
ENSHGLG00000006455,ENSHGLG00000006455,,,,
ENSHGLG00000006794,ENSHGLG00000006794,,,,
ENSHGLG00000006965,ENSHGLG00000006965,,,,
TSN,ENSHGLG00000007038,,,,
ENSHGLG00000007160,ENSHGLG00000007160,,,,
MARCO,ENSHGLG00000007212,ENSG00000019169,MARCO,ENSMUSG00000026390,Marco
ENSHGLG00000007483,ENSHGLG00000007483,,,,
SCN3A,ENSHGLG00000007520,,,,
FAP,ENSHGLG00000007554,ENSG00000078098,FAP,ENSMUSG00000000392,Fap
ENSHGLG00000007575,ENSHGLG00000007575,,,,
ACTR3,ENSHGLG00000007656,,,,
ENSHGLG00000007724,ENSHGLG00000007724,,,,
ACVR1C,ENSHGLG00000007777,ENSG00000123612,ACVR1C,ENSMUSG00000026834,Acvr1c
GPR17,ENSHGLG00000007804,ENSG00000144230,GPR17,ENSMUSG00000052229,Gpr17
PLA2R1,ENSHGLG00000007846,ENSG00000153246,PLA2R1,ENSMUSG00000054580,Pla2r1
ENSHGLG00000007867,ENSHGLG00000007867,,,,
ENSHGLG00000007890,ENSHGLG00000007890,,,,
ENSHGLG00000007928,ENSHGLG00000007928,,,,
CD302,ENSHGLG00000007983,ENSG00000241399,CD302,ENSMUSG00000060703,Cd302
HS6ST1,ENSHGLG00000008074,,,,
ENSHGLG00000008109,ENSHGLG00000008109,,,,
CLASP1,ENSHGLG00000008239,ENSG00000074054,CLASP1,ENSMUSG00000064302,Clasp1
SLC35F5,ENSHGLG00000008278,,,ENSMUSG00000026342,Slc35f5
EPB41L5,ENSHGLG00000008402,,,ENSMUSG00000026383,Epb41l5
ENSHGLG00000008464,ENSHGLG00000008464,,,,
PTPN4,ENSHGLG00000008471,ENSG00000088179,PTPN4,ENSMUSG00000026384,Ptpn4
EN1,ENSHGLG00000008502,ENSG00000163064,EN1,ENSMUSG00000058665,En1
MYO7B,ENSHGLG00000008609,ENSG00000169994,MYO7B,ENSMUSG00000024388,Myo7b
ENSHGLG00000008628,ENSHGLG00000008628,ENSG00000136536,MARCHF7,ENSMUSG00000026977,Marchf7
NCKAP5,ENSHGLG00000008645,ENSG00000176771,NCKAP5,ENSMUSG00000049690,Nckap5
GALNT13,ENSHGLG00000008663,,,ENSMUSG00000060988,Galnt13
NIFK,ENSHGLG00000008673,,,,
ENSHGLG00000008731,ENSHGLG00000008731,,,,
IFIH1,ENSHGLG00000008772,ENSG00000115267,IFIH1,ENSMUSG00000026896,Ifih1
ENSHGLG00000008809,ENSHGLG00000008809,,,,
TMEM163,ENSHGLG00000008943,ENSG00000152128,TMEM163,ENSMUSG00000026347,Tmem163
ARL6IP6,ENSHGLG00000008976,,,,
DAPL1,ENSHGLG00000009016,,,,
SLC38A11,ENSHGLG00000009075,ENSG00000169507,SLC38A11,ENSMUSG00000061171,Slc38a11
FIGN,ENSHGLG00000009122,,,,
INHBB,ENSHGLG00000009209,ENSG00000163083,INHBB,ENSMUSG00000037035,Inhbb
ENSHGLG00000009273,ENSHGLG00000009273,,,,
ENSHGLG00000009300,ENSHGLG00000009300,,,,
LRP1B,ENSHGLG00000009393,ENSG00000168702,LRP1B,ENSMUSG00000049252,Lrp1b
ENSHGLG00000009445,ENSHGLG00000009445,,,,
MAP3K19,ENSHGLG00000009472,ENSG00000176601,MAP3K19,ENSMUSG00000051590,Map3k19
AK6,ENSHGLG00000009497,,,,
TBR1,ENSHGLG00000009646,ENSG00000136535,TBR1,ENSMUSG00000035033,Tbr1
ENSHGLG00000009740,ENSHGLG00000009740,,,,
UBXN4,ENSHGLG00000009780,ENSG00000144224,UBXN4,ENSMUSG00000026353,Ubxn4
ACMSD,ENSHGLG00000009833,ENSG00000153086,ACMSD,ENSMUSG00000026348,Acmsd
ENSHGLG00000010008,ENSHGLG00000010008,,,,
ENSHGLG00000010131,ENSHGLG00000010131,,,,
ENSHGLG00000010200,ENSHGLG00000010200,,,,
SAP130,ENSHGLG00000010314,,,ENSMUSG00000024260,Sap130
RBMS1,ENSHGLG00000010387,,,ENSMUSG00000026970,Rbms1
INSIG2,ENSHGLG00000010493,,,,
WDR33,ENSHGLG00000010717,ENSG00000136709,WDR33,ENSMUSG00000024400,Wdr33
ERCC3,ENSHGLG00000011014,,,ENSMUSG00000024382,Ercc3
LCT,ENSHGLG00000011021,ENSG00000115850,LCT,ENSMUSG00000026354,Lct
CYTIP,ENSHGLG00000011097,,,,
